"park_sys_id","park_sys_type","num_vehicles","time"
"pscom_26","commercial",2558,"14:00"
"pscom_27","commercial",2533,"14:00"
"pscom_28","commercial",2213,"14,00"
"pscom_29","commercial",2623,"14:00"
"pscom_30","commercial",2210,"14:00"
"pscom_31",NA,2578,"14:00"
"pscom_32","commercial",2397,"14:00"
"pscom_33","commercial",2611,"14:00"
"pscom_34","commercial",2568,"14:00"
"pscom_35","commercial",2704,"14:00"
"pscom_36","commercial",2694,"14:00"
"pscom_37","commercial",2192,"14:00"
"pscom_38","commercial",2373,"14:00"
"pscom_39","commercial",2696,"14:00"
"pscom_40","commercial",2453,"14:00"
"pscom_41","commercial",2378,"14:00"
"pscom_42","commercial",2146,"14:00"
"pscom_43","commercial",2152,"14:00"
"pscom_44","commercial",2067,"14:00"
"pscom_45","commercial",2134,"14:00"
"pscom_46","commercial",2816,"14:00"
"pscom_47","commercial",2767,"14:00"
"pscom_48","commercial",2776,"14:00"
"pscom_49","commercial",2265,"14:00"
"pscom_50","commercial",2785,"14:00"
"psres_1","residential",1381,"14:01"
"psres_2","residential",1443,"14:01"
"psres_3","residential",970,"14:01"
"psres_4","residential",885,"14:01"
"psres_5","residential",918,"14:01"
"psres_6","residential",935,"14:01"
"psres_7","residential",854,"14:01"
"psres_8","residential",1444,"14:01"
"psres_9","residential",1412,"14:01"
"psres_10","residential",1040,"14:01"
"psres_11","residential",1297,"14:01"
"psres_12","residential",1474,"14:01"
"psres_13","residential",943,"14:01"
"psres_14","residential",1065,"14,01"
"psres_15","residential",1094,"14:01"
"psres_16","residential",1341,"14:01"
"psres_17","residential",907,"14:01"
"psres_18","residential",1161,"14:01"
"psres_19","residential",1349,"14,01"
"psres_20","residential",817,"14:01"
"psres_21","residential",1012,"14:01"
"psres_22","residential",1422,"14:01"
"psres_23","residential",1088,"14:01"
"psres_24","residential",890,"14:01"
"psres_25","residential",994,"14:01"
"psres_26","residential",1369,"14:01"
"psres_27","residential",1085,"14:01"
"psres_28","residential",1233,"14:01"
"psres_29","residential",1105,"14:01"
"psres_30","residential",1394,"14:01"
"psres_31","residential",1150,"14:01"
"psres_32","residential",1254,"14:01"
"psres_33","residential",1111,"14:01"
"psres_34","residential",1294,"14:01"
"psres_35","residential",1058,"14:01"
"psres_36","residential",1064,"14:01"
"psres_37","residential",1345,"14:01"
"psres_38","residential",1156,"14:01"
"psres_39","residential",1458,"14:01"
"psres_40","residential",820,"14:01"
"psres_41","residential",988,"14:01"
"psres_42","residential",939,"14:01"
"psres_43","residential",1115,"14:01"
"psres_44","residential",918,"14:01"
"psres_45","residential",1179,"14:01"
"psres_46","residential",1271,"14:01"
"psres_47","residential",1439,"14:01"
"psres_48","residential",861,"14:01"
"psres_49","residential",922,"14:01"
"psres_50","residential",1145,"14:01"
"pscom_1","commercial",2894,"14:01"
"pscom_2","commercial",NA,"14:01"
"pscom_3","commercial",2663,"14:01"
"pscom_4","commercial",NA,"14:01"
"pscom_5","commercial",2601,"14:01"
"pscom_6",NA,2815,"14:01"
"pscom_7","commercial",2702,"14:01"
"pscom_8","commercial",2234,"14:01"
"pscom_9","commercial",2650,"14:01"
"pscom_10","commercial",2409,"14:01"
"pscom_11","commercial",2433,"14:01"
"pscom_12","commercial",2258,"14:01"
"pscom_13","commercial",2817,"14:01"
"pscom_14","commercial",2165,"14:01"
"pscom_15",NA,2402,"14:01"
"pscom_16","commercial",2438,"14:01"
"pscom_17","commercial",2475,"14:01"
"pscom_18","commercial",2239,"14:01"
"pscom_19","commercial",2946,"14:01"
"pscom_20","commercial",2913,"14:01"
"pscom_21","commercial",2378,"14:01"
"pscom_22","commercial",2843,"14:01"
"pscom_23","commercial",2661,"14:01"
"pscom_24","commercial",2232,"14:01"
"pscom_25","commercial",2051,"14:01"
"pscom_26","commercial",2233,"14:01"
"pscom_27","commercial",2942,"14:01"
"pscom_28","commercial",2172,"14:01"
"pscom_29","commercial",2161,"14:01"
"pscom_30","commercial",2265,"14:01"
"pscom_31","commercial",2363,"14:01"
"pscom_32","commercial",2566,"14:01"
"pscom_33","commercial",2742,"14:01"
"pscom_34","commercial",2103,"14:01"
"pscom_35","commercial",2796,"14:01"
"pscom_36","commercial",2495,"14:01"
"pscom_37","commercial",2456,"14:01"
"pscom_38","commercial",2969,"14:01"
"pscom_39","commercial",2449,"14:01"
"pscom_40","commercial",2959,"14:01"
"pscom_41","commercial",2693,"14:01"
"pscom_42","commercial",2072,"14:01"
"pscom_43","commercial",2188,"14:01"
"pscom_44","commercial",2488,"14:01"
"pscom_45","commercial",2131,"14:01"
"pscom_46","commercial",NA,"14:01"
"pscom_47","commercial",2794,"14:01"
"pscom_48","commercial",2800,"14:01"
"pscom_49","commercial",2164,"14:01"
"pscom_50","commercial",2995,"14:01"
"psres_1","residential",1371,"14:02"
"psres_2","residential",1188,"14:02"
"psres_3","residential",1119,"14:02"
"psres_4","residential",1036,"14:02"
"psres_5","residential",1144,"14:02"
"psres_6","residential",1446,"14:02"
"psres_7","residential",1268,"14:02"
"psres_8","residential",1243,"14:02"
"psres_9","residential",1200,"14:02"
"psres_10","residential",997,"14:02"
"psres_11","residential",1068,"14:02"
"psres_12","residential",1172,"14:02"
"psres_13","residential",1105,"14:02"
"psres_14","residential",1272,"14:02"
"psres_15","residential",1366,"14:02"
"psres_16","residential",1372,"14:02"
"psres_17","residential",1493,"14:02"
"psres_18","residential",1020,"14:02"
"psres_19","residential",1428,"14:02"
"psres_20","residential",1108,"14:02"
"psres_21","residential",807,"14:02"
"psres_22","residential",852,"14:02"
"psres_23","residential",1013,"14:02"
"psres_24","residential",1113,"14:02"
"psres_25","residential",1068,"14:02"
"psres_26","residential",1104,"14:02"
"psres_27","residential",1246,"14:02"
"psres_28","residential",891,"14:02"
"psres_29","residential",1305,"14:02"
"psres_30","residential",1226,"14:02"
"psres_31","residential",1285,"14:02"
"psres_32","residential",811,"14:02"
"psres_33","residential",1063,"14:02"
"psres_34","residential",1194,"14:02"
"psres_35","residential",1318,"14:02"
"psres_36","residential",1224,"14:02"
"psres_37","residential",1236,"14:02"
"psres_38","residential",834,"14:02"
"psres_39","residential",1073,"14:02"
"psres_40","residential",1410,"14:02"
"psres_41","residential",1352,"14:02"
"psres_42","residential",1383,"14:02"
"psres_43","residential",999,"14:02"
"psres_44","residential",900,"14:02"
"psres_45","residential",999,"14:02"
"psres_46","residential",897,"14:02"
"psres_47","residential",1306,"14:02"
"psres_48","residential",NA,"14:02"
"psres_49","residential",1120,"14:02"
"psres_50","residential",1140,"14:02"
"pscom_1","commercial",2006,"14:02"
"pscom_2","commercial",2521,"14:02"
"pscom_3","commercial",2992,"14:02"
"pscom_4","commercial",2341,"14:02"
"pscom_5","commercial",2890,"14:02"
"pscom_6","commercial",2346,"14:02"
"pscom_7","commercial",2694,"14:02"
"pscom_8","commercial",2630,"14:02"
"pscom_9","commercial",2144,"14:02"
"pscom_10","commercial",2773,"14:02"
"pscom_11","commercial",2805,"14:02"
"pscom_12","commercial",2957,"14:02"
"pscom_13","commercial",2613,"14:02"
"pscom_14","commercial",2240,"14:02"
"pscom_15","commercial",2643,"14:02"
"pscom_16","commercial",2442,"14:02"
"pscom_17","commercial",2433,"14:02"
"pscom_18","commercial",2396,"14:02"
"pscom_19","commercial",2127,"14:02"
"pscom_20","commercial",2360,"14:02"
"pscom_21","commercial",NA,"14:02"
"pscom_22","commercial",2149,"14:02"
"pscom_23","commercial",2633,"14:02"
"pscom_24","commercial",2562,"14:02"
"pscom_25","commercial",2105,"14:02"
"pscom_26","commercial",2606,"14:02"
"pscom_27","commercial",2675,"14:02"
"pscom_28","commercial",2214,"14:02"
"pscom_29","commercial",NA,"14:02"
"pscom_30","commercial",2981,"14:02"
"pscom_31","commercial",2727,"14:02"
"pscom_32","commercial",2565,"14:02"
"pscom_33","commercial",2946,"14:02"
"pscom_34","commercial",2440,"14:02"
"pscom_35","commercial",2769,"14:02"
"pscom_36","commercial",2887,"14:02"
"pscom_37","commercial",2193,"14:02"
"pscom_38","commercial",2775,"14:02"
"pscom_39","commercial",2355,"14:02"
"pscom_40","commercial",2603,"14:02"
"pscom_41","commercial",2674,"14:02"
"pscom_42","commercial",2017,"14:02"
"pscom_43","commercial",2628,"14:02"
"pscom_44","commercial",2028,"14:02"
"pscom_45","commercial",2245,"14:02"
"pscom_46","commercial",2775,"14:02"
"pscom_47",NA,2145,"14:02"
"pscom_48","commercial",2731,"14:02"
"pscom_49",NA,2365,"14:02"
"pscom_50","commercial",2299,"14:02"
"psres_1","residential",1348,"14:03"
"psres_2","residential",1305,"14:03"
"psres_3","residential",886,"14:03"
"psres_4","residential",1070,"14:03"
"psres_5","residential",1399,"14:03"
"psres_6","residential",914,"14:03"
"psres_7","residential",1405,"14:03"
"psres_8","residential",1495,"14:03"
"psres_9","residential",1184,"14:03"
"psres_10","residential",877,"14:03"
"psres_11","residential",894,"14:03"
"psres_12","residential",929,"14:03"
"psres_13","residential",847,"14:03"
"psres_14","residential",837,"14:03"
"psres_15","residential",899,"14:03"
"psres_16","residential",1177,"14:03"
"psres_17","residential",1064,"14:03"
"psres_18","residential",1442,"14:03"
"psres_19","residential",899,"14:03"
"psres_20","residential",1422,"14:03"
"psres_21","residential",870,"14:03"
"psres_22","residential",1261,"14:03"
"psres_23","residential",1126,"14:03"
"psres_24","residential",1267,"14:03"
"psres_25","residential",1478,"14:03"
"psres_26","residential",1355,"14:03"
"psres_27","residential",1441,"14:03"
"psres_28","residential",1127,"14:03"
"psres_29","residential",826,"14:03"
"psres_30","residential",959,"14:03"
"psres_31",NA,1181,"14:03"
"psres_32","residential",1017,"14:03"
"psres_33","residential",1225,"14:03"
"psres_34","residential",915,"14:03"
"psres_35","residential",915,"14:03"
"psres_36","residential",1072,"14:03"
"psres_37","residential",NA,"14:03"
"psres_38","residential",1466,"14:03"
"psres_39","residential",1367,"14:03"
"psres_40","residential",1057,"14:03"
"psres_41","residential",1420,"14:03"
"psres_42","residential",1001,"14:03"
"psres_43","residential",1337,"14,03"
"psres_44","residential",1117,"14:03"
"psres_45","residential",1369,"14:03"
"psres_46","residential",1296,"14:03"
"psres_47","residential",1317,"14:03"
"psres_48","residential",1142,"14:03"
"psres_49","residential",1483,"14:03"
"psres_50","residential",943,"14:03"
"pscom_1","commercial",2466,"14:03"
"pscom_2","commercial",NA,"14:03"
"pscom_3","commercial",2249,"14:03"
"pscom_4","commercial",2270,"14:03"
"pscom_5","commercial",2280,"14:03"
"pscom_6","commercial",2461,"14:03"
"pscom_7","commercial",2525,"14:03"
"pscom_8","commercial",2123,"14:03"
"pscom_9","commercial",2913,"14:03"
"pscom_10","commercial",2111,"14:03"
"pscom_11","commercial",2922,"14:03"
"pscom_12","commercial",2959,"14:03"
"pscom_13","commercial",2519,"14:03"
"pscom_14","commercial",2604,"14:03"
"pscom_15","commercial",2559,"14:03"
"pscom_16","commercial",2738,"14:03"
"pscom_17","commercial",2177,"14:03"
"pscom_18","commercial",2045,"14:03"
"pscom_19","commercial",2028,"14:03"
"pscom_20","commercial",2357,"14:03"
"pscom_21","commercial",2210,"14:03"
"pscom_22","commercial",2202,"14:03"
"pscom_23","commercial",2763,"14:03"
"pscom_24","commercial",2445,"14:03"
"pscom_25","commercial",2602,"14:03"
"pscom_26","commercial",2190,"14:03"
"pscom_27","commercial",2198,"14:03"
"pscom_28",NA,2543,"14:03"
"pscom_29","commercial",2722,"14:03"
"pscom_30","commercial",2856,"14:03"
"pscom_31","commercial",2023,"14:03"
"pscom_32","commercial",2951,"14:03"
"pscom_33","commercial",2604,"14:03"
"pscom_34","commercial",2274,"14:03"
"pscom_35","commercial",2777,"14:03"
"pscom_36","commercial",2351,"14:03"
"pscom_37","commercial",2574,"14:03"
"pscom_38","commercial",2137,"14:03"
"pscom_39","commercial",2929,"14:03"
"pscom_40","commercial",2157,"14:03"
"pscom_41","commercial",2949,"14:03"
"pscom_42","commercial",2823,"14:03"
"pscom_43","commercial",2377,"14:03"
"pscom_44","commercial",2633,"14:03"
"pscom_45","commercial",2967,"14:03"
"pscom_46","commercial",2640,"14:03"
"pscom_47","commercial",2021,"14:03"
"pscom_48","commercial",2712,"14:03"
"pscom_49","commercial",2034,"14:03"
"pscom_50","commercial",2884,"14:03"
"psres_1","residential",1183,"14:04"
"psres_2","residential",1137,"14:04"
"psres_3","residential",1362,"14:04"
"psres_4","residential",1067,"14:04"
"psres_5","residential",967,"14:04"
"psres_6","residential",1005,"14:04"
"psres_7","residential",1290,"14:04"
"psres_8","residential",1443,"14:04"
"psres_9","residential",1136,"14:04"
"psres_10","residential",1253,"14:04"
"psres_11",NA,1468,"14:04"
"psres_12","residential",1145,"14:04"
"psres_13","residential",881,"14:04"
"psres_14","residential",885,"14:04"
"psres_15","residential",1091,"14:04"
"psres_16","residential",1014,"14:04"
"psres_17","residential",1094,"14:04"
"psres_18","residential",1143,"14:04"
"psres_19","residential",1026,"14:04"
"psres_20","residential",1418,"14:04"
"psres_21","residential",1091,"14:04"
"psres_22","residential",1408,"14:04"
"psres_23","residential",NA,"14:04"
"psres_24","residential",838,"14:04"
"psres_25","residential",1477,"14:04"
"psres_26","residential",918,"14:04"
"psres_27","residential",1348,"14:04"
"psres_28","residential",1437,"14:04"
"psres_29","residential",NA,"14:04"
"psres_30",NA,904,"14:04"
"psres_31","residential",1308,"14:04"
"psres_32","residential",1092,"14:04"
"psres_33","residential",1455,"14:04"
"psres_34","residential",896,"14:04"
"psres_35","residential",1176,"14:04"
"psres_36","residential",1269,"14:04"
"psres_37","residential",1341,"14,04"
"psres_38","residential",1357,"14:04"
"psres_39","residential",939,"14:04"
"psres_40","residential",1202,"14:04"
"psres_41","residential",1364,"14:04"
"psres_42","residential",1245,"14:04"
"psres_43","residential",1293,"14:04"
"psres_44","residential",1124,"14:04"
"psres_45","residential",1395,"14:04"
"psres_46","residential",1290,"14:04"
"psres_47","residential",1164,"14:04"
"psres_48","residential",946,"14:04"
"psres_49","residential",1460,"14:04"
"psres_50","residential",1239,"14:04"
"pscom_1","commercial",2867,"14:04"
"pscom_2","commercial",2319,"14:04"
"pscom_3","commercial",2915,"14:04"
"pscom_4","commercial",2084,"14:04"
"pscom_5","commercial",2222,"14:04"
"pscom_6","commercial",2481,"14:04"
"pscom_7","commercial",2159,"14:04"
"pscom_8","commercial",2155,"14:04"
"pscom_9","commercial",2081,"14:04"
"pscom_10","commercial",2889,"14:04"
"pscom_11","commercial",2251,"14:04"
"pscom_12","commercial",2054,"14:04"
"pscom_13","commercial",2119,"14:04"
"pscom_14","commercial",NA,"14:04"
"pscom_15","commercial",2216,"14:04"
"pscom_16","commercial",2552,"14:04"
"pscom_17","commercial",2322,"14:04"
"pscom_18","commercial",2482,"14:04"
"pscom_19","commercial",2344,"14:04"
"pscom_20","commercial",2816,"14:04"
"pscom_21","commercial",2038,"14:04"
"pscom_22","commercial",NA,"14:04"
"pscom_23","commercial",2819,"14:04"
"pscom_24","commercial",2710,"14:04"
"pscom_25","commercial",2276,"14:04"
"pscom_26","commercial",2104,"14:04"
"pscom_27","commercial",2796,"14:04"
"pscom_28","commercial",2245,"14:04"
"pscom_29","commercial",2232,"14:04"
"pscom_30","commercial",2070,"14:04"
"pscom_31","commercial",2773,"14:04"
"pscom_32","commercial",2305,"14:04"
"pscom_33","commercial",2660,"14:04"
"pscom_34","commercial",2719,"14:04"
"pscom_35","commercial",2837,"14:04"
"pscom_36","commercial",2285,"14:04"
"pscom_37","commercial",NA,"14:04"
"pscom_38","commercial",2810,"14:04"
"pscom_39","commercial",2549,"14:04"
"pscom_40","commercial",2018,"14:04"
"pscom_41","commercial",2510,"14:04"
"pscom_42","commercial",2127,"14:04"
"pscom_43","commercial",2466,"14:04"
"pscom_44","commercial",2001,"14:04"
"pscom_45","commercial",2667,"14:04"
"pscom_46","commercial",2346,"14:04"
"pscom_47","commercial",2594,"14,04"
"pscom_48","commercial",2174,"14:04"
"pscom_49","commercial",2101,"14:04"
"pscom_50","commercial",2282,"14:04"
"psres_1","residential",980,"14:05"
"psres_2","residential",1036,"14:05"
"psres_3","residential",852,"14:05"
"psres_4","residential",1186,"14:05"
"psres_5","residential",NA,"14:05"
"psres_6","residential",959,"14:05"
"psres_7","residential",960,"14:05"
"psres_8","residential",818,"14:05"
"psres_9","residential",1260,"14:05"
"psres_10","residential",1389,"14:05"
"psres_11","residential",990,"14:05"
"psres_12","residential",991,"14:05"
"psres_13","residential",1476,"14:05"
"psres_14","residential",937,"14:05"
"psres_15","residential",1462,"14:05"
"psres_16","residential",1127,"14:05"
"psres_17","residential",1232,"14:05"
"psres_18","residential",946,"14:05"
"psres_19","residential",941,"14:05"
"psres_20","residential",1102,"14:05"
"psres_21","residential",1392,"14:05"
"psres_22","residential",1349,"14:05"
"psres_23","residential",1172,"14:05"
"psres_24","residential",1308,"14:05"
"psres_25","residential",953,"14:05"
"psres_26","residential",1201,"14:05"
"psres_27","residential",1009,"14:05"
"psres_28","residential",963,"14:05"
"psres_29","residential",972,"14,05"
"psres_30","residential",965,"14:05"
"psres_31","residential",1398,"14:05"
"psres_32","residential",1094,"14:05"
"psres_33","residential",1111,"14:05"
"psres_34","residential",992,"14:05"
"psres_35","residential",939,"14:05"
"psres_36","residential",870,"14:05"
"psres_37","residential",1095,"14:05"
"psres_38","residential",1137,"14:05"
"psres_39","residential",1349,"14:05"
"psres_40","residential",1248,"14:05"
"psres_41","residential",1481,"14:05"
"psres_42","residential",886,"14:05"
"psres_43","residential",1446,"14:05"
"psres_44","residential",926,"14:05"
"psres_45","residential",1154,"14:05"
"psres_46","residential",1240,"14:05"
"psres_47","residential",1011,"14:05"
"psres_48","residential",1109,"14:05"
"psres_49",NA,1452,"14:05"
"psres_50","residential",1355,"14:05"
"pscom_1","commercial",2052,"14:05"
"pscom_2","commercial",2385,"14:05"
"pscom_3","commercial",2735,"14:05"
"pscom_4","commercial",2625,"14:05"
"pscom_5","commercial",2405,"14:05"
"pscom_6","commercial",2329,"14:05"
"pscom_7","commercial",2435,"14:05"
"pscom_8","commercial",2752,"14:05"
"pscom_9","commercial",2339,"14:05"
"pscom_10","commercial",2595,"14:05"
"pscom_11","commercial",2111,"14:05"
"pscom_12","commercial",2579,"14:05"
"pscom_13","commercial",2325,"14:05"
"pscom_14","commercial",2497,"14:05"
"pscom_15","commercial",2117,"14:05"
"pscom_16","commercial",2022,"14:05"
"pscom_17","commercial",2109,"14:05"
"pscom_18","commercial",2577,"14:05"
"pscom_19","commercial",2315,"14:05"
"pscom_20","commercial",2056,"14:05"
"pscom_21","commercial",2299,"14:05"
"pscom_22","commercial",2426,"14:05"
"pscom_23","commercial",2751,"14:05"
"pscom_24","commercial",NA,"14:05"
"pscom_25","commercial",2901,"14:05"
"pscom_26","commercial",2351,"14:05"
"pscom_27","commercial",2091,"14,05"
"pscom_28","commercial",2091,"14:05"
"pscom_29","commercial",2054,"14:05"
"pscom_30","commercial",2983,"14:05"
"pscom_31","commercial",2419,"14:05"
"pscom_32","commercial",2533,"14:05"
"pscom_33","commercial",2641,"14:05"
"pscom_34","commercial",2907,"14:05"
"pscom_35","commercial",2567,"14:05"
"pscom_36","commercial",2191,"14:05"
"pscom_37","commercial",2416,"14:05"
"pscom_38","commercial",2906,"14:05"
"pscom_39","commercial",2809,"14:05"
"pscom_40","commercial",2669,"14:05"
"pscom_41","commercial",2552,"14:05"
"pscom_42","commercial",NA,"14:05"
"pscom_43","commercial",2526,"14:05"
"pscom_44","commercial",2738,"14:05"
"pscom_45","commercial",2127,"14:05"
"pscom_46","commercial",2967,"14:05"
"pscom_47","commercial",2403,"14:05"
"pscom_48","commercial",2870,"14:05"
"pscom_49","commercial",2627,"14:05"
"pscom_50","commercial",2237,"14:05"
"psres_1","residential",908,"14:06"
"psres_2","residential",1406,"14:06"
"psres_3","residential",1363,"14:06"
"psres_4","residential",993,"14:06"
"psres_5","residential",1080,"14:06"
"psres_6","residential",1076,"14:06"
"psres_7","residential",804,"14:06"
"psres_8","residential",884,"14:06"
"psres_9","residential",1429,"14:06"
"psres_10","residential",962,"14:06"
"psres_11","residential",1059,"14:06"
"psres_12","residential",837,"14:06"
"psres_13","residential",1081,"14:06"
"psres_14","residential",1043,"14:06"
"psres_15","residential",1388,"14:06"
"psres_16","residential",965,"14:06"
"psres_17","residential",949,"14:06"
"psres_18","residential",1041,"14:06"
"psres_19","residential",1098,"14:06"
"psres_20","residential",1005,"14:06"
"psres_21","residential",1154,"14:06"
"psres_22","residential",1058,"14:06"
"psres_23","residential",1116,"14:06"
"psres_24","residential",1269,"14:06"
"psres_25","residential",1252,"14:06"
"psres_26","residential",1447,"14:06"
"psres_27","residential",871,"14:06"
"psres_28","residential",1058,"14:06"
"psres_29","residential",1492,"14:06"
"psres_30","residential",1274,"14:06"
"psres_31","residential",939,"14:06"
"psres_32","residential",1438,"14:06"
"psres_33","residential",1221,"14:06"
"psres_34","residential",1203,"14:06"
"psres_35","residential",1364,"14:06"
"psres_36","residential",1045,"14:06"
"psres_37","residential",1346,"14:06"
"psres_38","residential",1400,"14:06"
"psres_39","residential",981,"14:06"
"psres_40","residential",1193,"14:06"
"psres_41","residential",1245,"14:06"
"psres_42","residential",1163,"14:06"
"psres_43","residential",832,"14:06"
"psres_44","residential",1214,"14:06"
"psres_45","residential",1222,"14:06"
"psres_46","residential",1155,"14:06"
"psres_47","residential",915,"14:06"
"psres_48","residential",1166,"14:06"
"psres_49","residential",1007,"14:06"
"psres_50","residential",1101,"14:06"
"pscom_1","commercial",2772,"14:06"
"pscom_2","commercial",2503,"14:06"
"pscom_3","commercial",2719,"14:06"
"pscom_4","commercial",2645,"14:06"
"pscom_5","commercial",2175,"14:06"
"pscom_6","commercial",2378,"14:06"
"pscom_7","commercial",2075,"14:06"
"pscom_8","commercial",2891,"14:06"
"pscom_9","commercial",2229,"14:06"
"pscom_10","commercial",2662,"14:06"
"pscom_11","commercial",2126,"14:06"
"pscom_12","commercial",2612,"14:06"
"pscom_13","commercial",2202,"14:06"
"pscom_14","commercial",2456,"14:06"
"pscom_15","commercial",2493,"14:06"
"pscom_16","commercial",2766,"14:06"
"pscom_17","commercial",2141,"14:06"
"pscom_18","commercial",2430,"14:06"
"pscom_19","commercial",2097,"14:06"
"pscom_20","commercial",2747,"14:06"
"pscom_21","commercial",2867,"14:06"
"pscom_22","commercial",2582,"14:06"
"pscom_23","commercial",2518,"14:06"
"pscom_24","commercial",2479,"14:06"
"pscom_25","commercial",2916,"14:06"
"pscom_26","commercial",2102,"14:06"
"pscom_27","commercial",2238,"14:06"
"pscom_28","commercial",2190,"14:06"
"pscom_29","commercial",2839,"14:06"
"pscom_30","commercial",2517,"14:06"
"pscom_31","commercial",2080,"14,06"
"pscom_32","commercial",2962,"14:06"
"pscom_33","commercial",2366,"14:06"
"pscom_34","commercial",2760,"14:06"
"pscom_35","commercial",2766,"14:06"
"pscom_36","commercial",2249,"14:06"
"pscom_37","commercial",2849,"14:06"
"pscom_38","commercial",2352,"14:06"
"pscom_39","commercial",2752,"14:06"
"pscom_40","commercial",2647,"14:06"
"pscom_41","commercial",2515,"14:06"
"pscom_42","commercial",2125,"14:06"
"pscom_43","commercial",2820,"14:06"
"pscom_44","commercial",2603,"14:06"
"pscom_45","commercial",2937,"14:06"
"pscom_46","commercial",2161,"14:06"
"pscom_47","commercial",2364,"14:06"
"pscom_48","commercial",2771,"14:06"
"pscom_49","commercial",2542,"14:06"
"pscom_50","commercial",2095,"14:06"
"psres_1","residential",1393,"14:07"
"psres_2","residential",846,"14:07"
"psres_3","residential",1330,"14:07"
"psres_4","residential",1188,"14:07"
"psres_5","residential",1096,"14:07"
"psres_6","residential",1320,"14:07"
"psres_7","residential",1440,"14:07"
"psres_8","residential",1098,"14:07"
"psres_9","residential",1259,"14:07"
"psres_10","residential",1307,"14:07"
"psres_11","residential",1171,"14:07"
"psres_12","residential",1431,"14:07"
"psres_13","residential",1207,"14:07"
"psres_14","residential",1005,"14:07"
"psres_15","residential",1369,"14:07"
"psres_16","residential",1131,"14:07"
"psres_17","residential",871,"14:07"
"psres_18","residential",1382,"14:07"
"psres_19","residential",1178,"14:07"
"psres_20","residential",1365,"14:07"
"psres_21","residential",957,"14:07"
"psres_22","residential",1445,"14:07"
"psres_23","residential",804,"14:07"
"psres_24","residential",1034,"14:07"
"psres_25","residential",1406,"14:07"
"psres_26","residential",1307,"14:07"
"psres_27","residential",912,"14:07"
"psres_28","residential",917,"14:07"
"psres_29","residential",1414,"14:07"
"psres_30",NA,1481,"14:07"
"psres_31","residential",1165,"14:07"
"psres_32","residential",877,"14:07"
"psres_33","residential",887,"14:07"
"psres_34","residential",1272,"14:07"
"psres_35","residential",1415,"14:07"
"psres_36","residential",1129,"14:07"
"psres_37","residential",882,"14:07"
"psres_38","residential",1194,"14:07"
"psres_39","residential",913,"14:07"
"psres_40","residential",968,"14:07"
"psres_41",NA,1065,"14:07"
"psres_42","residential",1163,"14:07"
